username,comment,time,tokens
@ruangxwaktu,"fakta semua dan pernah ngalamin juga hal kaya gitu. lagi ada musibah bukannya dibantu malah dipalak. makanya kebanyakan orang itu kalau ada masalah sebisa mungkin gak mau isilop ikut-ikutan. 
ditempatku polisi patroli pagi kalau ada masalah doang. seperti kasus ferdi sambo atau ada kasus yang membuat polisi tercoreng. nanti pagi harinya pasti banyak polisi jaga-jaga di perempatan. tapi kalau lagi adem ayem kaha gini ya melihat polisi diluar kantor itu hal yang sangat langka.",1 hari yang lalu,"['fakta', 'semua', 'dan', 'pernah', 'ngalamin', 'juga', 'hal', 'kaya', 'gitu', '.', 'lagi', 'ada', 'musibah', 'bukannya', 'dibantu', 'malah', 'dipalak', '.', 'makanya', 'kebanyakan', 'orang', 'itu', 'kalau', 'ada', 'masalah', 'sebisa', 'mungkin', 'gak', 'mau', 'isilop', 'ikut-ikutan', '.', 'ditempatku', 'polisi', 'patroli', 'pagi', 'kalau', 'ada', 'masalah', 'doang', '.', 'seperti', 'kasus', 'ferdi', 'sambo', 'atau', 'ada', 'kasus', 'yang', 'membuat', 'polisi', 'tercoreng', '.', 'nanti', 'pagi', 'harinya', 'pasti', 'banyak', 'polisi', 'jaga-jaga', 'di', 'perempatan', '.', 'tapi', 'kalau', 'lagi', 'adem', 'ayem', 'kaha', 'gini', 'ya', 'melihat', 'polisi', 'diluar', 'kantor', 'itu', 'hal', 'yang', 'sangat', 'langka', '.']"
@mralimuhtar,reformasipolri,1 hari yang lalu,['reformasipolri']
@fikridwialpian,harus lulusan s1 memang kalo mau jadi polisi biar kerjanya bener,1 hari yang lalu,"['harus', 'lulusan', 's1', 'memang', 'kalo', 'mau', 'jadi', 'polisi', 'biar', 'kerjanya', 'bener']"
@animetv9865,gua pengen indo jadi nepal part2 pas rakyat murka ke pemerintah. ceburin dahh pejabat publik. nepal lebih bar2 dari kita. padahal kita yg ngasih contoh. ayo donk ceburin sambitin di kali,1 hari yang lalu,"['gua', 'pengen', 'indo', 'jadi', 'nepal', 'part2', 'pas', 'rakyat', 'murka', 'ke', 'pemerintah', '.', 'ceburin', 'dahh', 'pejabat', 'publik', '.', 'nepal', 'lebih', 'bar2', 'dari', 'kita', '.', 'padahal', 'kita', 'yg', 'ngasih', 'contoh', '.', 'ayo', 'donk', 'ceburin', 'sambitin', 'di', 'kali']"
@asepsii,biarkan dia memasak🎉,1 hari yang lalu,"['biarkan', 'dia', 'memasak🎉']"
@apshortsass11,fakta,1 hari yang lalu,['fakta']
@guntursusilo5218,up,1 hari yang lalu,['up']
@callmedho-y9w,"klo mau buka bisnis mending ke luar negeri aja deh, ngapain berharap disini yg regulasinya kek taik",1 hari yang lalu,"['klo', 'mau', 'buka', 'bisnis', 'mending', 'ke', 'luar', 'negeri', 'aja', 'deh', ',', 'ngapain', 'berharap', 'disini', 'yg', 'regulasinya', 'kek', 'taik']"
@dwifidiyatmoko5949,fakta,1 hari yang lalu,['fakta']
@adampati-rl6ng,gua kmrn juga ditilang di pintain duit bang dia nanya gua ada berapa gua bilang 15 rb dia gamau wkwk mau nya yaa tau la berapa wkwkwk,1 hari yang lalu,"['gua', 'kmrn', 'juga', 'ditilang', 'di', 'pintain', 'duit', 'bang', 'dia', 'nanya', 'gua', 'ada', 'berapa', 'gua', 'bilang', '15', 'rb', 'dia', 'gamau', 'wkwk', 'mau', 'nya', 'yaa', 'tau', 'la', 'berapa', 'wkwkwk']"
@catzzlovers,"naik pangkat letnan, minta duit juga 🤣😂",1 hari yang lalu,"['naik', 'pangkat', 'letnan', ',', 'minta', 'duit', 'juga', '🤣😂']"
@roemahcuci03,"😂😂😂 pernah bang, tpi narikin duit doang ke tempat2 kroke, trus ke warung2 jualan miras, itu bisa di buktikan sma temen2 s3ndiri, itu ada di tiap tempat silahkan di cek sendiri😂😂😂",1 hari yang lalu,"['😂😂😂', 'pernah', 'bang', ',', 'tpi', 'narikin', 'duit', 'doang', 'ke', 'tempat2', 'kroke', ',', 'trus', 'ke', 'warung2', 'jualan', 'miras', ',', 'itu', 'bisa', 'di', 'buktikan', 'sma', 'temen2', 's3ndiri', ',', 'itu', 'ada', 'di', 'tiap', 'tempat', 'silahkan', 'di', 'cek', 'sendiri😂😂😂']"
@oliviaoliverandrianto,"si coklat yg gak jujur itu oknum, tapi oknumnya buanyakkkkkkk
pengalaman lapor kasus penggelapan sales, dari tahun 2017 sampe sekaran ga ada tuh kemajuan laporannya, kecuali kalo mereka ke kantor selalu minta duit
duit terus yg diminta tapi laporan ga jalan",1 hari yang lalu,"['si', 'coklat', 'yg', 'gak', 'jujur', 'itu', 'oknum', ',', 'tapi', 'oknumnya', 'buanyakkkkkkk', 'pengalaman', 'lapor', 'kasus', 'penggelapan', 'sales', ',', 'dari', 'tahun', '2017', 'sampe', 'sekaran', 'ga', 'ada', 'tuh', 'kemajuan', 'laporannya', ',', 'kecuali', 'kalo', 'mereka', 'ke', 'kantor', 'selalu', 'minta', 'duit', 'duit', 'terus', 'yg', 'diminta', 'tapi', 'laporan', 'ga', 'jalan']"
@dokuchannel2735,​ @ammarzone-tv aman rumah hacker gk ada twrdetek .,1 hari yang lalu,"['\u200b', '@', 'ammarzone-tv', 'aman', 'rumah', 'hacker', 'gk', 'ada', 'twrdetek', '.']"
@mvjr3289,ssssst🤫🤫,1 hari yang lalu,['ssssst🤫🤫']
@gala_gala123,"skill 1 atau 2 dulu bang, jangan langsung skill 3 ulti gitu wkkwk",1 hari yang lalu,"['skill', '1', 'atau', '2', 'dulu', 'bang', ',', 'jangan', 'langsung', 'skill', '3', 'ulti', 'gitu', 'wkkwk']"
@ihobbies6107,🤣🤣🤣,1 hari yang lalu,['🤣🤣🤣']
@alimasshyuri6098,"cuma sloganya "" mengayomi dan melindungi"" bagi yg mampu bayar,polisi semua cemen gak berani ama yg korup ...sama rakyat biasa kalau ngkp selalu di aniaya di siksa rakyat semua udah tau kelakuan polisi walau pencitraan seperti apapun gak akan ngaruh buat rakyat,karena fakta di lapangan sungguh kejam🙏",1 hari yang lalu,"['cuma', 'sloganya', '``', 'mengayomi', 'dan', 'melindungi', ""''"", 'bagi', 'yg', 'mampu', 'bayar', ',', 'polisi', 'semua', 'cemen', 'gak', 'berani', 'ama', 'yg', 'korup', '...', 'sama', 'rakyat', 'biasa', 'kalau', 'ngkp', 'selalu', 'di', 'aniaya', 'di', 'siksa', 'rakyat', 'semua', 'udah', 'tau', 'kelakuan', 'polisi', 'walau', 'pencitraan', 'seperti', 'apapun', 'gak', 'akan', 'ngaruh', 'buat', 'rakyat', ',', 'karena', 'fakta', 'di', 'lapangan', 'sungguh', 'kejam🙏']"
@alimasshyuri6098,"cuma sloganya "" mengayomi dan melindungi"" bagi yg mampu bayar,polisi semua cemen gak berani ama yg korup ...sama rakyat biasa kalau ngkp selalu di aniaya di siksa rakyat semua udah tau kelakuan polisi walau pencitraan seperti apapun gak akan ngaruh buat rakyat,karena fakta di lapangan sungguh kejam🙏",1 hari yang lalu,"['cuma', 'sloganya', '``', 'mengayomi', 'dan', 'melindungi', ""''"", 'bagi', 'yg', 'mampu', 'bayar', ',', 'polisi', 'semua', 'cemen', 'gak', 'berani', 'ama', 'yg', 'korup', '...', 'sama', 'rakyat', 'biasa', 'kalau', 'ngkp', 'selalu', 'di', 'aniaya', 'di', 'siksa', 'rakyat', 'semua', 'udah', 'tau', 'kelakuan', 'polisi', 'walau', 'pencitraan', 'seperti', 'apapun', 'gak', 'akan', 'ngaruh', 'buat', 'rakyat', ',', 'karena', 'fakta', 'di', 'lapangan', 'sungguh', 'kejam🙏']"
@awangprayoga,fakta,1 hari yang lalu,['fakta']
@criroseven5016,"ada uang abang kerja, gak ada uang abang malak😂",1 hari yang lalu,"['ada', 'uang', 'abang', 'kerja', ',', 'gak', 'ada', 'uang', 'abang', 'malak😂']"
@aliakbar6126,"mestinya institusi polisi itu ada ""polisinya polisi"" yang kayak pm kalo di tni. mereka dipisahkan dari polisi reguler, jangan disatukan kantornya, bikin mandiri. laporan langsung ke pusat, untuk yang daerah cukup koordinasi saja. tugas mereka mengawasi, menangkap, dan menangani oknum polisi yang melanggar hukum. karirnya bedakan dengan polisi umum, jadi mereka dari masuk sampai pensiun tetap di sana, gak bisa mutasi ke satuan lain, samakan kayak pm. supaya benar2 tidak ada kepentingan, dan rasa tidak enak. karena memang satuan beda sendiri. untuk tingkat daerah samakan dengan bnn, jadi pemimpinnya setingkat bintang juga. jangan kayak propam sekarang, yang kantor masih nyatu, bisa mutasi ke satuan lain. mana kalo di tingkat polres pangkat kasat provos paling mentok iptu/akp lagi. gimana yang tingkat perwira mau segan. mestinya setingkat polres pangkatnya kompol. jadi dia bisa sekalian mengawasi perwira. jika satuan ini jadi maka para penjahat/pengusaha harus melobi 2 kali, ke polisi reguler sama ke satuan ini. jadi makin banyak mereka keluar modal. itupun kalo bisa, kalo gak bisa minimal mereka ketar ketir. atau bikin lembaga independen, yang isinya para ahli hukum yang berintegritas, tugasnya kayak bpk yang mengaudit tugas polisi setiap 3-6 bulan sekali. mereka harus ada si setiap propinsi, laporannya bukan ke kapolri tapi langsung ke presiden. mumpung ini lagi mau reformasi polisi",1 hari yang lalu,"['mestinya', 'institusi', 'polisi', 'itu', 'ada', '``', 'polisinya', 'polisi', ""''"", 'yang', 'kayak', 'pm', 'kalo', 'di', 'tni', '.', 'mereka', 'dipisahkan', 'dari', 'polisi', 'reguler', ',', 'jangan', 'disatukan', 'kantornya', ',', 'bikin', 'mandiri', '.', 'laporan', 'langsung', 'ke', 'pusat', ',', 'untuk', 'yang', 'daerah', 'cukup', 'koordinasi', 'saja', '.', 'tugas', 'mereka', 'mengawasi', ',', 'menangkap', ',', 'dan', 'menangani', 'oknum', 'polisi', 'yang', 'melanggar', 'hukum', '.', 'karirnya', 'bedakan', 'dengan', 'polisi', 'umum', ',', 'jadi', 'mereka', 'dari', 'masuk', 'sampai', 'pensiun', 'tetap', 'di', 'sana', ',', 'gak', 'bisa', 'mutasi', 'ke', 'satuan', 'lain', ',', 'samakan', 'kayak', 'pm', '.', 'supaya', 'benar2', 'tidak', 'ada', 'kepentingan', ',', 'dan', 'rasa', 'tidak', 'enak', '.', 'karena', 'memang', 'satuan', 'beda', 'sendiri', '.', 'untuk', 'tingkat', 'daerah', 'samakan', 'dengan', 'bnn', ',', 'jadi', 'pemimpinnya', 'setingkat', 'bintang', 'juga', '.', 'jangan', 'kayak', 'propam', 'sekarang', ',', 'yang', 'kantor', 'masih', 'nyatu', ',', 'bisa', 'mutasi', 'ke', 'satuan', 'lain', '.', 'mana', 'kalo', 'di', 'tingkat', 'polres', 'pangkat', 'kasat', 'provos', 'paling', 'mentok', 'iptu/akp', 'lagi', '.', 'gimana', 'yang', 'tingkat', 'perwira', 'mau', 'segan', '.', 'mestinya', 'setingkat', 'polres', 'pangkatnya', 'kompol', '.', 'jadi', 'dia', 'bisa', 'sekalian', 'mengawasi', 'perwira', '.', 'jika', 'satuan', 'ini', 'jadi', 'maka', 'para', 'penjahat/pengusaha', 'harus', 'melobi', '2', 'kali', ',', 'ke', 'polisi', 'reguler', 'sama', 'ke', 'satuan', 'ini', '.', 'jadi', 'makin', 'banyak', 'mereka', 'keluar', 'modal', '.', 'itupun', 'kalo', 'bisa', ',', 'kalo', 'gak', 'bisa', 'minimal', 'mereka', 'ketar', 'ketir', '.', 'atau', 'bikin', 'lembaga', 'independen', ',', 'yang', 'isinya', 'para', 'ahli', 'hukum', 'yang', 'berintegritas', ',', 'tugasnya', 'kayak', 'bpk', 'yang', 'mengaudit', 'tugas', 'polisi', 'setiap', '3-6', 'bulan', 'sekali', '.', 'mereka', 'harus', 'ada', 'si', 'setiap', 'propinsi', ',', 'laporannya', 'bukan', 'ke', 'kapolri', 'tapi', 'langsung', 'ke', 'presiden', '.', 'mumpung', 'ini', 'lagi', 'mau', 'reformasi', 'polisi']"
@duwiandikaputra-p9d,"daerah mana kak, semua indonesia yaa?",1 hari yang lalu,"['daerah', 'mana', 'kak', ',', 'semua', 'indonesia', 'yaa', '?']"
@acountnew-m8m,"temenku aja malah laporan hasil jebretan foto yang lalu-lalu, kata dia sendiri 😂",1 hari yang lalu,"['temenku', 'aja', 'malah', 'laporan', 'hasil', 'jebretan', 'foto', 'yang', 'lalu-lalu', ',', 'kata', 'dia', 'sendiri', '😂']"
@imamutomo4541,silau bang,1 hari yang lalu,"['silau', 'bang']"
@andresilalahi-q6n,polisi mana bang,1 hari yang lalu,"['polisi', 'mana', 'bang']"
@pemburu239,"emng polisi indonesia, gitu 😅😅😅😅 bobrok",1 hari yang lalu,"['emng', 'polisi', 'indonesia', ',', 'gitu', '😅😅😅😅', 'bobrok']"
@rezaandhika7469,biar mereka yang seperti itu membayar semua di akhirat.,1 hari yang lalu,"['biar', 'mereka', 'yang', 'seperti', 'itu', 'membayar', 'semua', 'di', 'akhirat', '.']"
@hwa-mu,"yg komen ga suka, fix itu okunumnya wkwkwk. atau engga oknum sewa bazerr. 

masyarakat normal indonesia ga mungkin ga setuju sama fakta deatas",1 hari yang lalu,"['yg', 'komen', 'ga', 'suka', ',', 'fix', 'itu', 'okunumnya', 'wkwkwk', '.', 'atau', 'engga', 'oknum', 'sewa', 'bazerr', '.', 'masyarakat', 'normal', 'indonesia', 'ga', 'mungkin', 'ga', 'setuju', 'sama', 'fakta', 'deatas']"
@awandorkliwon.awandor.awan.,bener,1 hari yang lalu,['bener']
@athabe3227,pasti yg mrasa baca komen ino senyam senyum tp sdikit ketir smoga bs membaik hukum di indonesia,1 hari yang lalu,"['pasti', 'yg', 'mrasa', 'baca', 'komen', 'ino', 'senyam', 'senyum', 'tp', 'sdikit', 'ketir', 'smoga', 'bs', 'membaik', 'hukum', 'di', 'indonesia']"
@dedihsupriadi9827,jangan yg mau usaha tau dapat menghasilkan uang .yg kena musibah aja mobil laka lantas di duitin juga klo mau ngurus mobil hrs di tebus.,1 hari yang lalu,"['jangan', 'yg', 'mau', 'usaha', 'tau', 'dapat', 'menghasilkan', 'uang', '.yg', 'kena', 'musibah', 'aja', 'mobil', 'laka', 'lantas', 'di', 'duitin', 'juga', 'klo', 'mau', 'ngurus', 'mobil', 'hrs', 'di', 'tebus', '.']"
@preinakal-2123,"bener banget bang .foto2 di jalan saat pagi sudah bukan rahasia umum...kek gitu kok di gaji..
lebih kesel pernah kehilangan motor..lapor kena 250.cuma dapat kertas dan suruh tinggalin nomer hp..sampe skrang gda kabar .",1 hari yang lalu,"['bener', 'banget', 'bang', '.foto2', 'di', 'jalan', 'saat', 'pagi', 'sudah', 'bukan', 'rahasia', 'umum', '...', 'kek', 'gitu', 'kok', 'di', 'gaji', '..', 'lebih', 'kesel', 'pernah', 'kehilangan', 'motor', '..', 'lapor', 'kena', '250.cuma', 'dapat', 'kertas', 'dan', 'suruh', 'tinggalin', 'nomer', 'hp', '..', 'sampe', 'skrang', 'gda', 'kabar', '.']"
@nanasuhana7931,betul sekali,1 hari yang lalu,"['betul', 'sekali']"
@ermawati7195,"fakta
sam jgk ngurus sim sngt2 mirip 😂
dasar aparat konoha😂",1 hari yang lalu,"['fakta', 'sam', 'jgk', 'ngurus', 'sim', 'sngt2', 'mirip', '😂', 'dasar', 'aparat', 'konoha😂']"
@intankurniasari6456,sampe kapan negeri ini di grogoti sm aparat sendiri?😢,1 hari yang lalu,"['sampe', 'kapan', 'negeri', 'ini', 'di', 'grogoti', 'sm', 'aparat', 'sendiri', '?', '😢']"
@nowory77,satu lagi bang miara cepu .....,23 jam yang lalu,"['satu', 'lagi', 'bang', 'miara', 'cepu', '.....']"
@miyaajiajz,dibayar brp?,23 jam yang lalu,"['dibayar', 'brp', '?']"
@damiyatun-t4i,​ @aries_bast benar.. di tempat ku jg kak,23 jam yang lalu,"['\u200b', '@', 'aries_bast', 'benar', '..', 'di', 'tempat', 'ku', 'jg', 'kak']"
@neyylan,"bener wkwk motor gua tuh ketemu 7 taun setelah kehilangan pas ada suruh bayar anjir setengah dari harga motor dulu harga motor satria fu gua tahun 2013 kisaran 23 jt ke atas 😢 ilang gitu aja pas 7 tahun setelah nya malah di suruh bayar 9 juta sama polisi, kalo tau gitu dulu beli bodong aja bpkb stnk ada tinggal ketok no mesin:(( sebegitunya jadi otak kotor muncul padahal ga di lakuin sampe sekarang , tapi alhamdulillah ketika di dzalimi polisi malah di kasih lebih sama allah, punya rumah mobil motor beberapa biji mungkin ada setengah m:( semoga kalian yang kena dzalim biar allah yang balas nya berdoa dan berusaha aja guyss",23 jam yang lalu,"['bener', 'wkwk', 'motor', 'gua', 'tuh', 'ketemu', '7', 'taun', 'setelah', 'kehilangan', 'pas', 'ada', 'suruh', 'bayar', 'anjir', 'setengah', 'dari', 'harga', 'motor', 'dulu', 'harga', 'motor', 'satria', 'fu', 'gua', 'tahun', '2013', 'kisaran', '23', 'jt', 'ke', 'atas', '😢', 'ilang', 'gitu', 'aja', 'pas', '7', 'tahun', 'setelah', 'nya', 'malah', 'di', 'suruh', 'bayar', '9', 'juta', 'sama', 'polisi', ',', 'kalo', 'tau', 'gitu', 'dulu', 'beli', 'bodong', 'aja', 'bpkb', 'stnk', 'ada', 'tinggal', 'ketok', 'no', 'mesin', ':', '(', '(', 'sebegitunya', 'jadi', 'otak', 'kotor', 'muncul', 'padahal', 'ga', 'di', 'lakuin', 'sampe', 'sekarang', ',', 'tapi', 'alhamdulillah', 'ketika', 'di', 'dzalimi', 'polisi', 'malah', 'di', 'kasih', 'lebih', 'sama', 'allah', ',', 'punya', 'rumah', 'mobil', 'motor', 'beberapa', 'biji', 'mungkin', 'ada', 'setengah', 'm', ':', '(', 'semoga', 'kalian', 'yang', 'kena', 'dzalim', 'biar', 'allah', 'yang', 'balas', 'nya', 'berdoa', 'dan', 'berusaha', 'aja', 'guyss']"
@andang_prakoso,kamu kalo ngomong kok bener si...😅😅,23 jam yang lalu,"['kamu', 'kalo', 'ngomong', 'kok', 'bener', 'si', '...', '😅😅']"
@aminregar1548,"​ @l.334-e9l 😂😂mereka hanya lulus an sma, smk gk tau apa apa bisa polisi karena orang dalem dan duit😂",23 jam yang lalu,"['\u200b', '@', 'l.334-e9l', '😂😂mereka', 'hanya', 'lulus', 'an', 'sma', ',', 'smk', 'gk', 'tau', 'apa', 'apa', 'bisa', 'polisi', 'karena', 'orang', 'dalem', 'dan', 'duit😂']"
@gitapranata3894,lah rupanya se indonesia polisi  nya seperti ini😂,22 jam yang lalu,"['lah', 'rupanya', 'se', 'indonesia', 'polisi', 'nya', 'seperti', 'ini😂']"
@aldihrc8448,benar daerah saya aja paling cuma fomo minta fotoin doang trus berdiri di tepi jalan😂,22 jam yang lalu,"['benar', 'daerah', 'saya', 'aja', 'paling', 'cuma', 'fomo', 'minta', 'fotoin', 'doang', 'trus', 'berdiri', 'di', 'tepi', 'jalan😂']"
@ilhambudiono-th9yz,betul,22 jam yang lalu,['betul']
@ajizultv,"betul2 sampah instansi ini. sdh mmg itu (uang, kekuasaan, wanita) tujuan mereka jadi polisi",22 jam yang lalu,"['betul2', 'sampah', 'instansi', 'ini', '.', 'sdh', 'mmg', 'itu', '(', 'uang', ',', 'kekuasaan', ',', 'wanita', ')', 'tujuan', 'mereka', 'jadi', 'polisi']"
@ihanaffandi,❤❤❤❤,22 jam yang lalu,['❤❤❤❤']
@arismulyadiokutimur5426,😂😂 bener bet ihhhh,22 jam yang lalu,"['😂😂', 'bener', 'bet', 'ihhhh']"
@rr-ou2jr,real,21 jam yang lalu,['real']
@xyzet8910,"fakta, satu instansi gini semua (polisi konoha)",21 jam yang lalu,"['fakta', ',', 'satu', 'instansi', 'gini', 'semua', '(', 'polisi', 'konoha', ')']"
@zorrojuro-r4c,betul betul betul😂😂😂,21 jam yang lalu,"['betul', 'betul', 'betul😂😂😂']"
@noventok,bener lagi😅,21 jam yang lalu,"['bener', 'lagi😅']"
@alimkosim304,pin ini dedddd,21 jam yang lalu,"['pin', 'ini', 'dedddd']"
@astagavid_,iya lagi wkwkw,21 jam yang lalu,"['iya', 'lagi', 'wkwkw']"
@lamijanjawa-o9c,pernah kejadian waktu pulang sekolah saya beli es di warung makan pas keluar ehhh ada 2 oknum polisi dan tni ngajak kita foto sambil pegang es yang saya bungkus seakan mereka habis sosialisasi,20 jam yang lalu,"['pernah', 'kejadian', 'waktu', 'pulang', 'sekolah', 'saya', 'beli', 'es', 'di', 'warung', 'makan', 'pas', 'keluar', 'ehhh', 'ada', '2', 'oknum', 'polisi', 'dan', 'tni', 'ngajak', 'kita', 'foto', 'sambil', 'pegang', 'es', 'yang', 'saya', 'bungkus', 'seakan', 'mereka', 'habis', 'sosialisasi']"
@impossiblemood,terinakasih,19 jam yang lalu,['terinakasih']
@thebabyalien-g5g,sudah mendarah daging bobroknya,18 jam yang lalu,"['sudah', 'mendarah', 'daging', 'bobroknya']"
@1nwb-4dnws,"butuh liberasi itu
liberasi - yntv",18 jam yang lalu,"['butuh', 'liberasi', 'itu', 'liberasi', '-', 'yntv']"
@emuvano,kenyataannya yang jelas paling berguna buat masyarakat itu polisi tidur karna membantu tanpa harus di amplopin..,18 jam yang lalu,"['kenyataannya', 'yang', 'jelas', 'paling', 'berguna', 'buat', 'masyarakat', 'itu', 'polisi', 'tidur', 'karna', 'membantu', 'tanpa', 'harus', 'di', 'amplopin', '..']"
@wahyunurhidayat8383,😊,18 jam yang lalu,['😊']
@stevaniameyvira3990,"😂😂😂😂😂, byorka palsu di tangkap😢😢😢",17 jam yang lalu,"['😂😂😂😂😂', ',', 'byorka', 'palsu', 'di', 'tangkap😢😢😢']"
@idossopian2457,aduh aduh aduh banjir fakta ini. bapak bapak dan ibu ibu polisi gimana caranya biar warga negara indonesia percaya terhadap kalian.? pikiran tuh pak bu.dengan beredarnya berita kalian katanya menangkap bjorka itu saja udah terlihat sangat lucu didenger. bjorka apa brojol pak bu yang ditangkep kemaren tuh😅,16 jam yang lalu,"['aduh', 'aduh', 'aduh', 'banjir', 'fakta', 'ini', '.', 'bapak', 'bapak', 'dan', 'ibu', 'ibu', 'polisi', 'gimana', 'caranya', 'biar', 'warga', 'negara', 'indonesia', 'percaya', 'terhadap', 'kalian.', '?', 'pikiran', 'tuh', 'pak', 'bu.dengan', 'beredarnya', 'berita', 'kalian', 'katanya', 'menangkap', 'bjorka', 'itu', 'saja', 'udah', 'terlihat', 'sangat', 'lucu', 'didenger', '.', 'bjorka', 'apa', 'brojol', 'pak', 'bu', 'yang', 'ditangkep', 'kemaren', 'tuh😅']"
@kamutanya-x8q,😂😂 kok tau sih bang,16 jam yang lalu,"['😂😂', 'kok', 'tau', 'sih', 'bang']"
@fachruddin468,"sip bro...itu juga berawal dri pemimpinnya juga .kl yg mimpin orang"" yg mentalnya   seperti itu ya bawahanya pasti akan ikut.tapi kl pemimpinya punya integritas yg baik jujur tegas dan adil ya...bawahan yg mau berbuat tdak baik pasti bisa berkurang.",16 jam yang lalu,"['sip', 'bro', '...', 'itu', 'juga', 'berawal', 'dri', 'pemimpinnya', 'juga', '.kl', 'yg', 'mimpin', 'orang', ""''"", 'yg', 'mentalnya', 'seperti', 'itu', 'ya', 'bawahanya', 'pasti', 'akan', 'ikut.tapi', 'kl', 'pemimpinya', 'punya', 'integritas', 'yg', 'baik', 'jujur', 'tegas', 'dan', 'adil', 'ya', '...', 'bawahan', 'yg', 'mau', 'berbuat', 'tdak', 'baik', 'pasti', 'bisa', 'berkurang', '.']"
@kanjengpangeranmasnasir9802,"kenyataan memang begitu. 
gak ada istilah oknum dari dulu institusi ini sdh biang kerok kriminal 😂😂😂",15 jam yang lalu,"['kenyataan', 'memang', 'begitu', '.', 'gak', 'ada', 'istilah', 'oknum', 'dari', 'dulu', 'institusi', 'ini', 'sdh', 'biang', 'kerok', 'kriminal', '😂😂😂']"
@smadyans,buset sekali post lgsg ribuan fakta wkwkw. selamat bro anda udh jadi warga negara indonesia yg sangat berpengalaman,14 jam yang lalu,"['buset', 'sekali', 'post', 'lgsg', 'ribuan', 'fakta', 'wkwkw', '.', 'selamat', 'bro', 'anda', 'udh', 'jadi', 'warga', 'negara', 'indonesia', 'yg', 'sangat', 'berpengalaman']"
@aldomario-r2r,wihhh fakta nih,14 jam yang lalu,"['wihhh', 'fakta', 'nih']"
@andreesuryapratama,"setuju bang saya nunggu di polsek dari jam 6 pagi sampai jam 11 ngga ada titik terang saya harus lapor ke siapa, di lempar ke a ke b ke c ke d, dilempar ke 4 orang berbeda sampai akhirnya telpon temen yg ada di polda dan dibantu temen yg lain lagi yg ada di mabes, ngga ada set jam eh langsung kasatreskrimnya langsung telepon saya wkwkwk kocak institusi polisi di negara konoha ini",14 jam yang lalu,"['setuju', 'bang', 'saya', 'nunggu', 'di', 'polsek', 'dari', 'jam', '6', 'pagi', 'sampai', 'jam', '11', 'ngga', 'ada', 'titik', 'terang', 'saya', 'harus', 'lapor', 'ke', 'siapa', ',', 'di', 'lempar', 'ke', 'a', 'ke', 'b', 'ke', 'c', 'ke', 'd', ',', 'dilempar', 'ke', '4', 'orang', 'berbeda', 'sampai', 'akhirnya', 'telpon', 'temen', 'yg', 'ada', 'di', 'polda', 'dan', 'dibantu', 'temen', 'yg', 'lain', 'lagi', 'yg', 'ada', 'di', 'mabes', ',', 'ngga', 'ada', 'set', 'jam', 'eh', 'langsung', 'kasatreskrimnya', 'langsung', 'telepon', 'saya', 'wkwkwk', 'kocak', 'institusi', 'polisi', 'di', 'negara', 'konoha', 'ini']"
@saukachannel6850,"pengalaman unik. pada th 2014 menyadap hp  pacar karena jaraknya jauh yg skrg jadi istri. saya bisa lihat posisi dia dmn bisa ambil gmbar dari hp jadulnya bisa tau obrolan apa pada tlp nya dan keluar masuk sms wa dll. 

menarik dan menghibur kala itu. skrg lupa karena sudah tua.",14 jam yang lalu,"['pengalaman', 'unik', '.', 'pada', 'th', '2014', 'menyadap', 'hp', 'pacar', 'karena', 'jaraknya', 'jauh', 'yg', 'skrg', 'jadi', 'istri', '.', 'saya', 'bisa', 'lihat', 'posisi', 'dia', 'dmn', 'bisa', 'ambil', 'gmbar', 'dari', 'hp', 'jadulnya', 'bisa', 'tau', 'obrolan', 'apa', 'pada', 'tlp', 'nya', 'dan', 'keluar', 'masuk', 'sms', 'wa', 'dll', '.', 'menarik', 'dan', 'menghibur', 'kala', 'itu', '.', 'skrg', 'lupa', 'karena', 'sudah', 'tua', '.']"
@andiwahyudi-s5w,alhamdulillah,13 jam yang lalu,['alhamdulillah']
@violettargovytzkaya,jm 8 lewat di perempatan mereka pun menguap entah ke mana. coba cek di warkop2 terdekat😂,13 jam yang lalu,"['jm', '8', 'lewat', 'di', 'perempatan', 'mereka', 'pun', 'menguap', 'entah', 'ke', 'mana', '.', 'coba', 'cek', 'di', 'warkop2', 'terdekat😂']"
@dongenganimasi17,ngk bisa di bantaj terlalu fakta😂,13 jam yang lalu,"['ngk', 'bisa', 'di', 'bantaj', 'terlalu', 'fakta😂']"
@setyakiandi7325,pasti polisi,13 jam yang lalu,"['pasti', 'polisi']"
@handmade-t7r,foto ku bersama polisi kyk nya udh banyak. soalnya sering di ajak foto sma polisi😂,12 jam yang lalu,"['foto', 'ku', 'bersama', 'polisi', 'kyk', 'nya', 'udh', 'banyak', '.', 'soalnya', 'sering', 'di', 'ajak', 'foto', 'sma', 'polisi😂']"
@rukashikite,"jujur iya lagi ,sering banget nemuin isilop di perempatan2 pagi pagi foto  terus cabut 😂",12 jam yang lalu,"['jujur', 'iya', 'lagi', ',', 'sering', 'banget', 'nemuin', 'isilop', 'di', 'perempatan2', 'pagi', 'pagi', 'foto', 'terus', 'cabut', '😂']"
@slbk_kids,silau fakta,12 jam yang lalu,"['silau', 'fakta']"
