clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
wew buzzer jokowi langsung nongol wkwk sipaling giring opini biar gw sebutin ye wkwk panas aja jahat struktural sistematis mobil esemka ijazah palsu gimana buzzer jokowi roy suryo udah salin yg diserahin jokowi kpu pilpres ijasah yg tampil polisi konferensi pers klaim identik anak claim kuliah singapur kampus singapur gibran kuliah sana tipu hahaha gimana gimana buzzer termul,378,58,negative,2,0.99588567,0.0012620867,0.002852279,0.99588567
kaumrebahanmerapat9748 owh kaum kang panci tah pantes,53,7,negative,2,0.54003024,0.09760756,0.36236224,0.54003024
akun judul minggir dolo yoooooooookkkkk,39,5,negative,2,0.9944174,0.00087342557,0.004709152,0.9944174
curiga mintain poto empat,25,4,negative,2,0.98233527,0.00047247516,0.017192224,0.98233527
bejirrrka,9,1,negative,2,0.9799098,0.018007664,0.0020825414,0.9799098
andrialimudiny2u main judol km,30,4,negative,2,0.99049044,0.0008808965,0.008628695,0.99049044
polisi typing nya pangkat gw nyungsep kali pangkat ku,53,9,negative,2,0.99525213,0.0009623925,0.0037854759,0.99525213
kaumrebahanmerapat9748 mas mas hati mu tutup allah dn g sembuh slh jokowi hebat nya si jokowi lo takut sm,105,19,negative,2,0.97867453,0.011496948,0.009828464,0.97867453
dinobaggio4214 bang ferry udah bilang ugm nya bilang asli asli ijazah yg ngeluarin kampus asli konfirmasi petinggi2 kampus calo pura2 gak tau lu,144,23,negative,2,0.9702829,0.0013264648,0.028390644,0.9702829
kena prank nih,14,3,negative,2,0.98725814,0.0031233444,0.00961849,0.98725814
shiraarthur loh kalo asli tinggal tunjukin kelar benar sederhana jujur bohong rumit berkelokkelok leo tolstoy hasil salin kpu telah teliti ahli palsu wkwk aneh buzzer sesuai data fakta giring opini publik parah jadi alat peting politik jokowi buzzer bisnis pasar,262,40,negative,2,0.9973363,0.0011834905,0.001480135,0.9973363
hacker pro perintah takut dilenyapin agen perintah kalok hacker usaha takut pukul centeng usaha hacker maenan bohong entertain pacu adrenalin buru buru konteks bjorka jual data doang strategi politik jatuh usaha orang system kalah sistem dos menddos server akses bug atur mudah akses scraping ulang ulang bjorka milik hardware aplikasi sebar mumpuni kemarin tangkep barang bukti aja gak,386,58,negative,2,0.993008,0.002795717,0.00419628,0.993008
kerja polisi kalo rekayasa yaa klarifikasi polisi konoha nangkap hacker lawak,77,11,negative,2,0.9734014,0.0008861149,0.02571247,0.9734014
gonggg,6,1,negative,2,0.9029835,0.082255475,0.014761072,0.9029835
sok tau,7,2,negative,2,0.99803823,0.00088161393,0.0010801698,0.99803823
nangkep emng jago rekayasa,26,4,negative,2,0.9957296,0.002463096,0.0018073156,0.9957296
termul gak nyampe begini2,25,4,negative,2,0.9903729,0.004990719,0.0046364283,0.9903729
mw citra ehh orang nya typing,29,6,negative,2,0.996597,0.000474235,0.0029288107,0.996597
hehhhh,6,1,negative,2,0.93136984,0.060490794,0.0081393905,0.93136984
ohhh ngiklan judol gin biar top komen bagus ide nya,51,10,negative,2,0.9954183,0.0028834727,0.0016982841,0.9954183
biar sih fitnah2 gitu ga takut dosa lu asbun banget orang2 kek lu,65,13,negative,2,0.9973463,0.0014857006,0.0011679801,0.9973463
sandio9e8o ijazah nya palsu,27,4,negative,2,0.99049723,0.0004181913,0.009084564,0.99049723
ba bi akun jud l,16,5,negative,2,0.7676746,0.009934087,0.22239125,0.7676746
gak hekcer yg batu masyarakat miskin bukti yg salah tangkap,59,10,negative,2,0.9976478,0.00087937084,0.0014728558,0.9976478
bjirlah main,12,2,negative,2,0.93051803,0.053104077,0.016377881,0.93051803
kaumrebahanmerapat9748 wew emang aja medan papua pas byk berita viral kadang mikir alih isu berita yaaa,103,16,negative,2,0.8466631,0.060178764,0.09315808,0.8466631
cari kerja yg mahal polisi orang pinter masuk polisi,52,9,negative,2,0.997012,0.0011300286,0.0018579745,0.997012
polisi malu hacker nangkep maling aja ga wkwkwkwk maling tangkep warga serahin polisi jarang polisi nangkep,107,16,negative,2,0.9972446,0.00052886084,0.002226512,0.9972446
lapor bank swata pantes polisi kerja cuan cuan cuan,51,9,negative,2,0.9888855,0.0005537435,0.010560692,0.9888855
titik koma benerin,18,3,negative,2,0.9561692,0.01244282,0.03138805,0.9561692
nagkep fufufafa aje ga palgi nangkep bjorka,43,7,negative,2,0.9197163,0.027615035,0.052668646,0.9197163
aw lawak sih perintah konoha,28,5,negative,2,0.98990446,0.0069733546,0.0031222184,0.98990446
ngimpiiii,9,1,negative,2,0.9947718,0.0038831525,0.0013451189,0.9947718
untung medsos live tt retas data koruptor tangkap gk dpt cuan tangkap,69,12,negative,2,0.9527043,0.016113902,0.031181857,0.9527043
hacker doang ga hacker tuju,27,5,negative,2,0.99543047,0.0006070063,0.003962548,0.99543047
hebat doang gak dpt duit,24,5,negative,2,0.9880079,0.010458278,0.0015338126,0.9880079
pikir perintah polisi gak yg tau koruptor mudah banget loh tau yg eksekusi tau aja koruptor semua lini jabat aja tutup aja,122,22,negative,2,0.9965708,0.0010925775,0.002336612,0.9965708
kpk gak kerja,13,3,negative,2,0.9958501,0.0008833392,0.003266562,0.9958501
basmi gimana maling aja,23,4,negative,2,0.99719787,0.0004918782,0.0023102982,0.99719787
dapet data jalur resmi sesuai hukum laku ga jadi bukti sah make hukum rimba,75,14,negative,2,0.9821165,0.0026922682,0.015191224,0.9821165
knp ga lu aja der dripda nyuruh org,35,8,negative,2,0.9921672,0.0007113703,0.0071213837,0.9921672
loh lhkpn emang gak bukti wakakakaka,36,6,negative,2,0.9947391,0.0022423856,0.0030185303,0.9947391
adiyngrh haha mimpi basah warga konoha,38,6,negative,2,0.9386832,0.01798315,0.043333687,0.9386832
logika bang orang korup kaga data cenderung hindar transaksi digital,68,10,negative,2,0.99588805,0.00048577818,0.0036261228,0.99588805
kerjan lu emng sakit banget lu wkwkw,36,7,negative,2,0.9981103,0.00072148914,0.0011682218,0.9981103
bjorka trus polisi kpk ngapain,30,5,negative,2,0.67066574,0.0010260373,0.32830825,0.67066574
lg ketawa liat ketikanlu broo,29,5,negative,2,0.5578958,0.39089,0.05121423,0.5578958
99 pjabat konoha pda korup,26,5,negative,2,0.9872371,0.0005698906,0.01219296,0.9872371
bjorka suka kalo perintah bobrok karna bobrok mudah curi uang,61,10,negative,2,0.86772186,0.11985309,0.012425097,0.86772186
ni hacker robbin hood,21,4,negative,2,0.75275093,0.002101568,0.24514753,0.75275093
asli eneg gw udah bahas korap korup asli banyak munafik teriak hukum koruptor benci praktek korup sempat korup praktek korup jabat mayoritas rakyat wkwk,152,24,negative,2,0.9976991,0.0013699059,0.00093099545,0.9976991
bjorka gak butuh aku emang udah aku,35,7,negative,2,0.91362095,0.0055058235,0.08087323,0.91362095
orang korup duit sewa orang yg hebat celaka,43,8,negative,2,0.9980611,0.00073399267,0.0012048498,0.9980611
tega hukum mas bgini2 aj ga ad guna,35,8,negative,2,0.9973111,0.0009965661,0.0016922826,0.9973111
yaa kalo lu beli data usaha si byorka udah bilang kalo tuh jual data dar ngehack ngeshare doang validasi,104,19,negative,2,0.9653037,0.002372399,0.03232394,0.9653037
motif bjorka pahlawan uang ga butuh validasi rakyat indonesia lo gausah mimpi,77,12,negative,2,0.97469723,0.016315028,0.00898774,0.97469723
gk validasi rakyat peduli uang,30,5,negative,2,0.99277955,0.0034284978,0.0037919115,0.99277955
yg komen bocil,14,3,negative,2,0.87356675,0.0570573,0.06937595,0.87356675
gachaaeditt gua yg komen gitu udah emakemak bapakbapak cuman lulus sdsmp kayak ga boe cil nonton deddy corbuzier,112,18,negative,2,0.98222476,0.0016665531,0.016108744,0.98222476
kalo basmi korupsi tar abis anggota tegak hukum korupsi,55,9,negative,2,0.99641454,0.00080966484,0.0027758195,0.99641454
laku peras koruptor,19,3,negative,2,0.9953359,0.002123864,0.0025402722,0.9953359
main bro tuh data korupsi data koruptor bongkar publik emang aparat aja tutup kuping tutup mata,95,16,negative,2,0.99725264,0.00072190183,0.0020254909,0.99725264
tuju bngt nya jabat khusus nya polisi yg jd jahat sragam nya,60,12,negative,2,0.9955676,0.0020517432,0.0023806167,0.9955676
buka segimanapun korupsi mata jabat hnyalah jabat tutupin,57,8,negative,2,0.98898286,0.002210504,0.008806695,0.98898286
bjoarka banter hake pesbuk data urus desa aja pegang data masyarakat desa nya haker kayak dukun 99 bohong 1 cari gratis,119,21,negative,2,0.9972488,0.00082247844,0.0019286145,0.9972488
goesbye suka koment u bro kadang proses korupsi jabat sndri korupsi uang bos nya,80,14,negative,2,0.9810021,0.0029973648,0.016000504,0.9810021
korupt0r pinter bang cerita ott transfer bank rata2 pake cash,61,10,negative,2,0.9974075,0.0007324781,0.0018600378,0.9974075
tau celah kpu hack aja laporin polisi byorka bongkar korupsi terima zonk,72,12,negative,2,0.9959637,0.0006235622,0.0034126756,0.9959637
arjunarpm1688 fakta bang gw kerja aja level kerja serakah doyan duit yg bedain korup nya jabat nominal aja,106,18,negative,2,0.9385909,0.0040139817,0.057395156,0.9385909
fathorrasi1072 ga apa2 ga pake negara,37,6,negative,2,0.92695624,0.047006037,0.026037704,0.92695624
bener tuh layak rekrut polri kpk nih penjara,44,8,negative,2,0.9926891,0.0024791488,0.0048317043,0.9926891
patungan bayar bjorka bongkar korup,35,5,negative,2,0.9952597,0.00047995878,0.0042603905,0.9952597
ngapain gaji kaga aneh,22,4,negative,2,0.9895886,0.0062618614,0.004149528,0.9895886
duit2 rakyak korupsi sila aja jabat yg hormat,45,8,negative,2,0.9693252,0.002014363,0.028660495,0.9693252
lu pikir mudah ambil data lurah publikasi publikasi tetap tetap periksa periksa data a z sederhana pikir bongkar bukti korupsi realistis korupsi sederhana buka file data alir uang rumit cabang libat instansi audit proses hukum lap tetap koruptor lembaga resmi bpk kpk adil akses wenang hukum periksa audit verifikasi bukti sah hebat tidak hacker proses hukum valid dipertanggungjawabkan bongkar data konteks timbul fitnah bingung publik adil sungguh,449,67,negative,2,0.98426646,0.009416455,0.0063170064,0.98426646
yng korup mh lindung bongkar,28,5,negative,2,0.99674666,0.0005971418,0.0026561879,0.99674666
donasi byorka bocorin data koruptor pampang data media sosial,61,9,negative,2,0.89530057,0.0007320527,0.10396739,0.89530057
gak jongos pegang akses server negara berani nyebarin data tuan gak kayak juli assenge,86,14,negative,2,0.9917202,0.0031351845,0.005144648,0.9917202
anak ycl wkwkwkwk,17,3,negative,2,0.6433974,0.06669551,0.2899071,0.6433974
pikir 8090an ommaklum boomer tuirrr,35,5,negative,2,0.9785427,0.004655057,0.016802207,0.9785427
gak kaya zaman suharto rakyat tunduk perintah polisi,52,8,negative,2,0.99142504,0.0046207625,0.0039541665,0.99142504
yamanfarma965 sekali singgung perintah ilang tu orang contoh nya munir,70,10,negative,2,0.74173284,0.0031640625,0.25510314,0.74173284
kalo udah pinter lg yg main judol yg main sistem,48,10,negative,2,0.9443776,0.01657722,0.03904512,0.9443776
panduabpr ngehack sistem judul biar menang anggap illegal access,64,9,negative,2,0.82900375,0.00079161586,0.17020465,0.82900375
alih isu pangkat tau judyo0l mulu rakyat pikir bodoh gabisa nangkap blokir salah kalo diduitin tangkap,102,16,negative,2,0.99759275,0.0005411322,0.0018660543,0.99759275
yg depan mata aja g bs ditangkep org jokowi si silpester msih berkliaran pdhl status sangka,91,16,negative,2,0.9846793,0.0033890228,0.011931709,0.9846793
udah udah kesini malu maluin,28,5,negative,2,0.9975606,0.0008551572,0.0015842114,0.9975606
gimana ng primitif klo ilmu lulus dominan sma derajat,53,9,negative,2,0.9913024,0.004676868,0.004020781,0.9913024
bangun tdr,10,2,negative,2,0.5657323,0.08342849,0.3508393,0.5657323
klo bjorka gak muncul mikir ketangkep beneran,45,7,negative,2,0.7387871,0.021828635,0.2393842,0.7387871
pojok kek anak tiri bgt yah tuh bjorka korban bully,51,10,negative,2,0.9973687,0.0006564171,0.001974807,0.9973687
tanyani emang pinter kayak gimana,33,5,negative,2,0.7190242,0.09954489,0.18143092,0.7190242
udah bingung naikin percaya publik skema nangkap hacker,55,8,negative,2,0.99610823,0.0004540559,0.0034377351,0.99610823
inti google indonesia apus biar mampus tukang bikin bot judol hapus google tahun lihat akun masuk bikin apk lacak udah gitu aja indonesia main duit duit,152,26,negative,2,0.99711347,0.0005826167,0.0023038962,0.99711347
judolll kktnll,14,2,negative,2,0.97211343,0.024478516,0.003408032,0.97211343
rafamuog07 kayak sulit tangkap mata 2 tampil dunia dgn nyata,60,10,negative,2,0.9630683,0.009653091,0.02727858,0.9630683
ni judol tumben bener,21,4,negative,2,0.9971698,0.0013176857,0.001512573,0.9971698
hamidilallam asli banget bang ku gitu kalah berjutajuta utang ingetin udah lanjur kalah berjutajuta stop rugi tmbh parah lucu bilang gin kalas main mah kalah udah,162,26,negative,2,0.99316895,0.0053463927,0.0014846552,0.99316895
dagel negara,12,2,negative,2,0.93826973,0.041281406,0.02044887,0.93826973
pojok tu bang wkwkw,19,4,negative,2,0.9591905,0.009762459,0.031047028,0.9591905
sih om ded polisi kerja,23,5,negative,2,0.8374411,0.0021239016,0.16043502,0.8374411
iyaa kak polisi salah tangkep orang biarr cair cair cairrr tu bonus,67,12,negative,2,0.99041,0.0014593925,0.008130671,0.99041
polisi nama cyber elu ngeremehin bank swis aja ampun cyber indonesia,68,11,negative,2,0.989684,0.0005357119,0.009780344,0.989684
g negara police g kerja patroli trus ngapain kerja,50,9,negative,2,0.97754717,0.0006555537,0.021797268,0.97754717
bangkae761 polos banget cyber indo kek ketawa nontonin tu video bilang hibur aja,80,13,negative,2,0.99626416,0.0009635687,0.0027723068,0.99626416
gw sih ga ketawa flat aja,25,6,negative,2,0.9701994,0.023851827,0.005948768,0.9701994
woiii,5,1,negative,2,0.9689841,0.022286171,0.008729648,0.9689841
dpr bro lupa jg biang kerok,27,6,negative,2,0.9947351,0.001045682,0.00421921,0.9947351
tangkapppp,10,1,negative,2,0.8493283,0.12218144,0.028490283,0.8493283
wkwkwkwk,8,1,negative,2,0.8116402,0.116565816,0.071793966,0.8116402
anjj,4,1,negative,2,0.99152887,0.005685412,0.002785662,0.99152887
woy,3,1,negative,2,0.95921737,0.025698118,0.01508452,0.95921737
woiiilah,8,1,negative,2,0.9782737,0.018175155,0.0035511267,0.9782737
cookkk uda serius baca gak tau ujung koboy nya,46,9,negative,2,0.82083327,0.093144126,0.086022645,0.82083327
ngintip,7,1,negative,2,0.98637515,0.002034875,0.0115899965,0.98637515
gak takut suruh klarifikasi lo bang,35,6,negative,2,0.77761066,0.19557747,0.026811829,0.77761066
waduhhh,7,1,negative,2,0.9961365,0.0016561474,0.002207332,0.9961365
pemuda pancasila preman pasar gimana bang,41,6,negative,2,0.9923413,0.00049662765,0.007162055,0.9923413
pelan2 woiiii,13,2,negative,2,0.6957973,0.080664515,0.22353813,0.6957973
gitu laaahh ga buruk kali klo polisi nyomotin mayat2 korban mutilasi tebar udh busuk udah ga bentuk orang2 korban celaka yg udah ancur lebur ga karu2an orang yg kegiles kereta api yg udh serpihan2 ente org liat darah tetes aja udh semaput,238,42,negative,2,0.99187875,0.00556866,0.0025526492,0.99187875
data kau jual hibur tw data kau salah tindak kriminal nipu kau hibur dikatain sdm rendah ngamuk,95,17,negative,2,0.99768615,0.0007140964,0.0015997,0.99768615
krn ijasah jilat rusak bgt nii,30,6,negative,2,0.99772435,0.00066421734,0.0016113975,0.99772435
apas,4,1,negative,2,0.9902326,0.006780477,0.0029869257,0.9902326
wanjirrrrrrr iya iya sadar akuu,31,5,negative,2,0.92811716,0.030539053,0.04134375,0.92811716
berat jujur jujur berat lo jujur 100 jujur,42,8,negative,2,0.9488764,0.0357713,0.01535237,0.9488764
mukidi2014 kirain sie maniss,28,4,negative,2,0.98048544,0.00849737,0.011017157,0.98048544
orang jujur habisin kak wkwkwk,30,5,negative,2,0.9876183,0.0028076568,0.009573995,0.9876183
reall,5,1,negative,2,0.97483677,0.018960198,0.0062030465,0.97483677
gak nutup hacker aja bongkar busuk yg negara males aja negara aja diobrak abrik hahahaha,88,15,negative,2,0.9975352,0.0011063701,0.0013583502,0.9975352
orang pinter cari orang jujur benci istri,41,7,negative,2,0.99770266,0.0010732217,0.0012241204,0.99770266
anak smp gak baca jam analog aja wkwkwkwkkkk,44,8,negative,2,0.9602885,0.0039164675,0.035795044,0.9602885
orang jujur cepat hilang,24,4,negative,2,0.9911713,0.0066123023,0.002216361,0.9911713
netizenmana lu ngapa dah,24,4,negative,2,0.99506265,0.0017672067,0.0031702,0.99506265
netizenmana gak knapa knapa,27,4,negative,2,0.95667756,0.031685296,0.011637197,0.95667756
lebih orang malas,17,3,negative,2,0.99795604,0.0006147076,0.0014292168,0.99795604
mindset udah tanam jujur singkir,32,5,negative,2,0.96975875,0.01677529,0.013465955,0.96975875
tni ngetawain polri,19,3,negative,2,0.9880201,0.0007317703,0.011248147,0.9880201
xpresi om dedi narasumber solah nngetewain kerja polisi yg nangkap byorka ngga enak,83,13,negative,2,0.99641967,0.0013047677,0.002275566,0.99641967
nangkep maling motor gee ga amatir y,36,7,negative,2,0.9970728,0.00087159895,0.0020555872,0.9970728
jadi meme biar malu tujuh turun polri,37,7,negative,2,0.9937768,0.0007432216,0.005480034,0.9937768
konpers bjorka udah tangkap ntah siapa tangkap,46,7,negative,2,0.9505925,0.0011505377,0.048256956,0.9505925
strategi untk pancing bjorka yg asli tu muncul dng aku tk tertngkap,67,12,negative,2,0.58787113,0.12927122,0.2828577,0.58787113
kosong emng,11,2,negative,2,0.997045,0.0011491517,0.0018058809,0.997045
yaa gimana masyarakat aja hobby makan berita verifikasi wkwk,60,9,negative,2,0.98751384,0.0046117115,0.007874415,0.98751384
biar liat kerja aja,19,4,negative,2,0.5485311,0.050801363,0.40066752,0.5485311
kayas86 tp bjorka tdk sebodh pancing,36,6,negative,2,0.52786064,0.011605526,0.4605339,0.52786064
emang arepin orang masuk aja pake salah,39,7,negative,2,0.9939744,0.0005311968,0.0054943985,0.9939744
gimana lulusa sma kalo terima langsung mikir nikah modal gimana wkwk,68,11,negative,2,0.9839288,0.0043820716,0.011689091,0.9839288
bjorka alih issue noh liat kilang pertamina ledak dumai abs it polisi press release nangkep bjorka trus bjorka asli kluar share data polri akhrnya kta fokus bjorka mlah gk nuntut tuk usut knp kilang pertamina ledak udah bjorka kerja oknum tuk alihin issue gede fokus usu ledak nya kilang minyak pertamina,304,51,negative,2,0.98286325,0.00415662,0.012980168,0.98286325
malu,4,1,negative,2,0.9978338,0.001158525,0.0010076341,0.9978338
stuju sih,9,2,negative,2,0.99665666,0.002274587,0.0010687707,0.99665666
ngetik ngarang ga lucu,22,4,negative,2,0.9981122,0.00092389237,0.0009638943,0.9981122
jgn dogging jgn doxxing,23,4,negative,2,0.9414881,0.02602406,0.032487858,0.9414881
titikk terendahh manusiiaaa hiduppp duniiaaa adalaah jadi polisiii indonesiaa bebann bagi rakyaaaaatttnyaa setiaaapp kali sayaa dengerr polisiii terasaaa sakiiitttt ni hati cumn gara2 uang 150 ribu sakiit hati ampe gk ilang bnyk org 150rb nominal yg duit segitu udah ckuplah uang jajan keponakan semingu cerita jenguk ponakan yg pondok rencana duit keponakan ehh ampe tuju udah makaann ama yg nama polisiiiii,408,61,negative,2,0.93965936,0.052708928,0.007631752,0.93965936
btw kaya kk perempuan panas trus suntik lumpuh smpe sekrng,58,10,negative,2,0.9910322,0.0004956687,0.008472088,0.9910322
spartacus syndrome,18,2,negative,2,0.9773942,0.0022950985,0.020310689,0.9773942
teori primitif banget inti mreka gamau ribet ah udah vonis aja yg,65,12,negative,2,0.99726653,0.0007159695,0.002017503,0.99726653
lucu negara polisi mesthinya pinter cerdik tp salah tangkap yg yg tangkap salah konyol,86,14,negative,2,0.9669958,0.030325485,0.002678783,0.9669958
yg bayar emang lo pikir bjorka ga butuh duit makan minum,56,11,negative,2,0.7972283,0.022961376,0.17981037,0.7972283
daengriyung1892 tuju kalo biar negara semrawut andai masyrakat jaman jajah mikirin makan minum cuek mending gabung jajah biar aman jamin sandang pangan papan ngapain juang merdeka gak bayar gambar nya,200,30,negative,2,0.8945462,0.03897473,0.066479035,0.8945462
gak mudah nyuruh tau yg lue laku timbang terima resiko nyawa lue anggota keluarga yg taruh,90,16,negative,2,0.9039618,0.07810445,0.01793376,0.9039618
daengriyung1892 jiaaah makan minum lu pikirin alternatif yg yg nama nasionalis mah kaga mikirin bayar,101,15,negative,2,0.97167945,0.0043051057,0.024015386,0.97167945
puja muji jabat poltikus busuk hancur negeri halus,50,8,negative,2,0.9922881,0.005430786,0.0022811634,0.9922881
yakali jahat gimanapun data lu bocor gara gara reaksis perintah bikin rakyat kesel gabisa dipungkiri bjorka jahat bawa bawa nasionalisme kwwkw kocak,148,22,negative,2,0.997509,0.001464159,0.0010268355,0.997509
ehh btw cipta al goritma orang religius loh lu al khawarizmi orang liberal beliau ulama abbasiyah,97,16,negative,2,0.9942608,0.0022803575,0.003458905,0.9942608
moga real bjorka hackers yg jiwa semangat patriotisme rampas asset2 koruptor miskin publikasi data detail nya oknum2 parcok yg sdh gemuk makan duit haram,153,24,negative,2,0.9933414,0.0016119009,0.005046689,0.9933414
nangkep bos bandar judol susah nangkep hacker bjorka gampang hebat isilop negara cinta puji kerja masyarakat,108,16,negative,2,0.9832376,0.013792589,0.0029697178,0.9832376
kpu bener nyari orang kpu tau nama lengkap lihat alamat yg cari jelek banget sistem,83,15,negative,2,0.9980379,0.00065631367,0.0013058265,0.9980379
bjorka ketawa puas liat laku polisi,35,6,negative,2,0.8598684,0.11943585,0.020695746,0.8598684
nangkap bjorka kerah sumber daya gin besar tp nangkepi jud0ljud0l purapura bego aih emang keren respect,103,16,negative,2,0.85362667,0.13808906,0.008284263,0.85362667
ketawa bicara kasar kecewa emang reformasi total sih coklat,59,9,negative,2,0.99757844,0.0012475213,0.001174037,0.99757844
gue berfikir anak anak indonesia yg emang bener jago dalam dunia ithacker yg dibicarakn podcast sayang perintah indonesia atensi khusus anak2 oknum2 atas yg keras kepala jago menerimamengalah anak anak yg bakat mahir dal itcyberhacker arti oknum2 keras kepala ruang anak2 skill better cerdas lebih oknum2 sokjago keras kepala kalah anak anak hasil salah tangkap orang wkwkwkw,375,57,negative,2,0.99429506,0.003238192,0.0024666826,0.99429506
gw udah deh cyberpolice gk sibuk bjorka tuntasin aja judol sampe beneran bersih prestasi atas tangkap bjorka,108,17,negative,2,0.93697786,0.037805572,0.02521654,0.93697786
bjorka nonton gaduh ngemil kacang,33,5,negative,2,0.8682553,0.0058514723,0.1258932,0.8682553
drama bjorka tangkap yg perintah konoha karna dana haji pindah bank bsi yg kemarin serang perintah cuci tangan cerita nya percaya masyarakat tumbuh dana haji ga lo kemarin bsi nasabah haji pindah tabung haji danembuat rekening sadar tumbuh dana bsi lancar dampak muhammadiyah cabut dana bsi asli nya bsi goyah ampuh orang awam udah tau busuk nya birokrat negara apa yg laku tahu jaman maj,388,65,negative,2,0.9921542,0.004128818,0.003716966,0.9921542
et percaya institusi beli robot prototypes dipakein seragam,59,8,negative,2,0.55196214,0.004715782,0.44332203,0.55196214
20 gak sih,10,3,negative,2,0.89164644,0.04123179,0.06712182,0.89164644
udah telak brp kali jago ngepress warga doang mrk mah,53,10,negative,2,0.9912373,0.0031010467,0.0056617185,0.9912373
polisi miness kak,17,3,negative,2,0.9933984,0.0016785385,0.004923035,0.9933984
polisi tangkap yg bnar kbnykan slh tangkap kblet pngkat,55,9,negative,2,0.9681797,0.006807718,0.02501263,0.9681797
30 x kehack salah tangkap 2x,28,6,negative,2,0.8401357,0.001138715,0.15872556,0.8401357
3 telak,7,2,negative,2,0.9083153,0.07695281,0.0147318365,0.9083153
gambaralamkois6801 malu gk sih oknum,36,5,negative,2,0.99427396,0.00092788076,0.0047981325,0.99427396
zienuart yes yg tukang es,25,5,negative,2,0.9017053,0.016436754,0.08185794,0.9017053
2 0,3,2,negative,2,0.43865213,0.22905555,0.3322923,0.43865213
komen judol gak tanggepi,24,4,negative,2,0.99797004,0.0010900954,0.0009398321,0.99797004
udah 20 kemaren tukang es keliling tangkap anak punk,52,9,negative,2,0.7087754,0.0011803114,0.29004428,0.7087754
gin orang pintar masuk polisi,29,5,negative,2,0.9880354,0.0008328125,0.0111317765,0.9880354
inimah masuk tko,16,3,negative,2,0.9726748,0.0034250151,0.02390016,0.9726748
gampang salah jir tuh anu,25,5,negative,2,0.9970577,0.00074683747,0.002195452,0.9970577
bjorka tangkep bjoker malu,26,4,negative,2,0.9826695,0.0014325947,0.01589793,0.9826695
awokawok,8,1,negative,2,0.9746936,0.021639617,0.0036667285,0.9746936
aneh tegak hukum indonesia,26,4,negative,2,0.99773395,0.0007675464,0.0014985082,0.99773395
loh kemaren tangkep org ngerusak sistem judol sampe rugi bang wkw,65,11,negative,2,0.9980392,0.0007919938,0.0011688897,0.9980392
knp hacker lokal pergi nagara laen keja ilegal ni nagara merka bgus tp gak kerja dngan nagara merka labih pnting ambil dnaraga laen sprti kamboja gk harga co nagara sndri,170,30,negative,2,0.98289204,0.0040937313,0.013014226,0.98289204
bandar judol tangkap lawak baru bos,35,6,negative,2,0.9126107,0.0029858542,0.08440348,0.9126107
bos judol bandar judol ditangkep trs besok gk dapet setor donk,62,11,negative,2,0.9934778,0.00069110474,0.005831099,0.9934778
takut kalo bjorka mebocorkan data yg beking bandar judol,56,9,negative,2,0.9947332,0.00053447497,0.004732299,0.9947332
jauh cctv aja blepot,20,4,negative,2,0.99460536,0.0006196348,0.0047750482,0.99460536
gw cyberpolice nangkap bjorka nangkap bandar judol yg mudah telusur aja alas fokus blokir puluh ribu situs web gk periksa rekening yg ad situs kocak,148,25,negative,2,0.968309,0.0013255809,0.030365387,0.968309
tangkep rugi bandar,19,3,negative,2,0.9812781,0.016284887,0.0024370633,0.9812781
tw sendiri broo duiiiitttt,26,4,negative,2,0.9444214,0.0303914,0.025187176,0.9444214
nangkap nipu bandar judol hebat facegreensmiling,48,6,negative,2,0.9563726,0.028186327,0.01544113,0.9563726
nangkep fufafa aja susah,24,4,negative,2,0.99555284,0.0009826953,0.0034644834,0.99555284
susah bos nangkep bandar judol server indo ngakses negeri yah tau negara kalo mw berantas judol mah sulit,105,18,negative,2,0.99724305,0.0015225229,0.0012344944,0.99724305
yg berantas judol2 mengkominfo tau kureng2 internet cepat,57,8,negative,2,0.99692756,0.000619514,0.0024528976,0.99692756
kocak emng tegak hukum indo gtu wkwkw,37,7,negative,2,0.54869676,0.4389127,0.012390539,0.54869676
rumahproduksi kerja capek mending gak bkerja tp gaji,52,8,negative,2,0.99374276,0.0017927125,0.0044645537,0.99374276
nangkep bjroka gampang recovery nyimpen barang bukti cctv gak kwkwkw,68,10,negative,2,0.807762,0.13575692,0.056480985,0.807762
tau nya salah tangkap,21,4,negative,2,0.99735546,0.0008411764,0.001803357,0.99735546
rumahproduksi gin bang lu tau jual atm2 kosong akun atm kosong beli milik judol kedetek tangkap orang2 ngaku ngejual atm kosong ngeblok situs mengkominfo kureng2 cyberpolicepun mayoritas paham networking reng bro negara angkat para2 hacker programer indo cyberpolice masuk cyberpolice polisi2 sana gak tw networking susah dalemin negara aja gak mw invest ngangkat hacker programer handal indo specialist sana dah kasus mw dipanjangin,433,63,negative,2,0.9832064,0.008033161,0.008760452,0.9832064
telusur orang2nya negeri yg judol2,34,5,negative,2,0.997843,0.00073096855,0.0014260497,0.997843
jng salah boss dn bandar judol tu d keliling hacker2 yg handal untk jaga dn mengamankn judolnya knpa susuah jg org hack situs2 judol,132,24,negative,2,0.984654,0.0067618922,0.008584161,0.984654
